X,Y,F__OBJECTID,LATITUDE,LONGITUDE,APN,APN_text,Address,Property_Name,Year_Endin,ENERGY_STAR_score,Prop_Type,Postal_Code,Prop_Flr_Area,Year_Built,Total_GHG_,Site_Energ,Site_EUI,Weat_Norm_SiteEUI,Source_EUI,Source_Ene,Weat_Norm_Source_EUI,Organizati,water_gallons,ESScore_In
-93.271662725099219,44.972022015459679,61,44.97202,-93.27166,2702924140070,2702924140071,1001 2ND AVE S #RAMP,Leamington Ramp,2012-12-31T06:00:00.000Z,Not Available,Parking,55403,Not Available,1991,1222.6,12106507.4,17.30,Not Available,Not Available,18326100.9,Not Available,City of Minneapolis,N/A,0
-93.27908280934605,44.974417856696888,62,44.97442,-93.27908,2702924210220,2702924210216,25 11TH ST S,Harmon Ramp,2012-12-31T06:00:00.000Z,Not Available,Parking,55403,Not Available,2003,409.6,2234431.8,12.77,Not Available,Not Available,6040136.6,Not Available,City of Minneapolis,N/A,0
-93.274366654104412,44.968698176070198,63,44.9687,-93.27437,2702924420080,2702924420078,1301 2ND AVE S,Minneapolis Convention Center,2012-12-31T06:00:00.000Z,Not Available,Convention Center,55403,1500000,1989,17044.5,122760680.2,81.8,83.1,164.2,246251883.3,166.1,City of Minneapolis,N/A,0
-93.289188856292384,44.968437599257015,64,44.96844,-93.28919,2802924410050,2802924410047,727 VINELAND PL  #RAMP,Vineland (Walker) Ramp,2012-12-31T06:00:00.000Z,Not Available,Parking,55403,Not Available,2004,542,2959278.8,Not Available,Not Available,Not Available,7993194.2,Not Available,City of Minneapolis,N/A,0
-93.316847983890426,44.973769654885963,65,44.97377,-93.31685,2902924120010,2902924120012,252 UPTON AVE S,Bryn Mawr Elementary,2012-12-31T06:00:00.000Z,17,K-12 School,55405,99669,1962,910.83,8963393.9,89.9,99.7,150.5,15003885.3,160.8,Minneapolis Public Schools,843744,17
-93.316847983890426,44.973769654885963,66,44.97377,-93.31685,2902924120010,2902924120012,256 UPTON AVE S,Anwatin Middle School,2012-12-31T06:00:00.000Z,71,K-12 School,55405,144157,1960,727.45,6492618.9,45,49.8,81.5,11744504.2,86.9,Minneapolis Public Schools,1208768,71
-93.21416156376273,44.969098572281027,67,44.9691,-93.21416,3002923420020,3002923420021,66 MALCOLM AVE SE,Pratt Community Center,2012-12-31T06:00:00.000Z,77,K-12 School,55414,42032,1925,214.62,1950697.3,46.4,51.1,82.7,3477562.5,87.7,Minneapolis Public Schools,N/A,77
-93.308619415887904,44.992710648667121,68,44.99271,-93.30862,1702924440210,1702924440211,1313 PENN AVE N,North Point Health and Wellness,2012-12-31T06:00:00.000Z,78,Medical Office,55411,67205,1995,793.89,4597184,68.4,70.3,177.5,11925945.1,176.2,Hennepin County,818312,78
-93.307676184839565,44.962291456573553,69,44.96229,-93.30768,3302924220110,3302924220113,2013 PENN AVE S,Kenwood Elementary,2012-12-31T06:00:00.000Z,47,K-12 School,55405,61300,1925,445.82,4372953.6,71.3,79.1,119.7,7338689.4,127.8,Minneapolis Public Schools,28424,47
-93.25878986707778,44.953303046971826,70,44.9533,-93.25879,3502924310100,3502924310101,2727 10TH AVE S,Andersen Elementary,2012-12-31T06:00:00.000Z,23,K-12 School,55407,233252,1976,403.41,15081892.5,64.7,69.5,141.4,32985931.4,146.5,Minneapolis Public Schools,3473712,23
-93.311377243810142,44.900997428966058,71,44.901,-93.31138,2002824140010,2002824140005,2501 56TH ST W,Armatage Elementary,2012-12-31T06:00:00.000Z,42,K-12 School,55410,91500,1952,619.18,6732564.6,73.6,84.1,114,10428566.6,129.3,Minneapolis Public Schools,N/A,42
